,filename,compStages,auxStages,Away %,Home %,Sleep %,Awake %,TOU %,Custom Schedule %,Smart Away %,Smart Home %,DR %,Hold %,TOU Event %,Custom Event %,Sq. Ft.,Floors,Age,Style,State,City
514,0ea7e50819c5cc31f80fd3fe79075b61a2224574.csv,0,1,0,0.318452381,0.654075092,0,0,0.027472527,0,0,0,0.022903312,0,0.977096688,3000,3,50,detached,NY,Newburgh town
524,0f2e3c72b860fc6ea0967183f0896b4d41a480ca.csv,0,1,0.260274119,0.368610649,0.335102528,0,0,0.036012704,0,0,0,0.111022296,0,0.888977704,1500,1,50,Detached,NY,Hopewell Jct
526,0f4115d570d8e7981b68d15cdd5aafb75be7493d.csv,0,1,0.549336081,0.118189103,0.25606685,0,0,0.076407967,0.001612103,0.016931853,0,0.154819139,0,0.826636905,2000,3,60,detached,NY,Niskayuna
534,0f925f3a3474d7f0ff031cfbd2e6d322010c1add.csv,0,1,0,0.567364927,0.403083028,0,0,0.029552045,0.021005037,0,0,0.115460928,0,0.863534035,2000,3,47,other,NY,Rochester
537,0facd8045fbf1aa3015f0013f89ffea4e26f8d5f.csv,0,1,0.242373699,0.329252685,0.380297499,0,0,0.048076116,0.000251762,0.000472054,0,0.885657939,0,0.113618244,4500,1,70,detached,NY,Harrison
542,0fd11254f80ed33d04b3d8718c2f3e54cbcd7425.csv,0,1,0.019886364,0.216356271,0.718408039,0,0,0.045349327,0.011363636,0.007036511,0,0.434922138,0,0.546677715,501,1,19,Apartment,NY,Henrietta
548,0fef91bf17b4e08091bd1b0a5c67d3f1602cc7f3.csv,0,1,0.164686639,0.524037726,0.284942225,0,0,0.02633341,0.102645776,0.032847414,0,0.035296143,0,0.829210667,2820,3,25,detached,NY,Lancaster
549,0ff492b745f66a3c18a69897655df92dc660a624.csv,0,1,0,0.670682616,0.301014957,0,0,0.028302427,0.006353022,0,0,0.165674603,0,0.827972375,2500,3,30,detached,NY,Huntington
557,104d79ccb50e1aab184a1a484e49b71e81c275b1.csv,0,1,0.136954365,0.491294643,0.313988095,0,0,0.057762897,0.029166667,0.028125,0,0.105729167,0,0.836979167,3001,2,19,Detached,NY,Webster
559,1050a5a51e0aaac1992eeca7a6090225203040a2.csv,0,1,0.295416284,0.390725436,0.286463116,0,0,0.027395164,0.005538338,0.074160162,0,0.155771732,0,0.764529767,2000,2,60,detached,NY,Old Bethpage
560,1055a14d6cbe4d41c3b3eb451a1ae1b8a45b42a3.csv,0,0,0.222060058,0.434027778,0.314541361,0,0,0.029370803,0,0,0,0.966222146,0,0.033777854,3000,3,30,detached,NY,North Salem
563,10683343dfc008dd8fd211188b4136f0bd494383.csv,0,1,0,0.688902244,0.283768315,0,0,0.027329441,0.023170406,0,0,0.308627137,0,0.668202457,3500,3,60,detached,NY,East Hills
564,106fe86bca462eaf9b821c392a509edd6d5b1232.csv,0,1,0.807436343,0.064795525,0.098312114,0,0,0.029456019,0,0,0,0.063194444,0,0.936805556,4500,1,47,detached,NY,Windsor
569,1085f091a70df27641680df6b4ce3ed2b30f3dc3.csv,0,1,0.065361722,0.612656441,0.295797085,0,0,0.026184753,0.040407509,0.029265873,0,0.188911783,0,0.741414835,2000,2,5,detached,NY,Islip
571,1086fe00e97eb00e2d00b9985fbe53fed31232df.csv,0,1,0.173305861,0.409598214,0.301034035,0,0,0.116061889,0.012753739,0.027644231,0.00206044,0.025841346,0,0.931700244,2500,4,90,detached,NY,Howard Beach
576,1097b21766a38d772ada1cb1558300eb2ced9f68.csv,0,1,0,0.251582643,0.723708947,0,0,0.02470841,0,0,0,0.13959868,0,0.86040132,0,0,0,,NY,Jefferson Valley
579,10a55af9c98eaa8462ac0ecaabc9532413b782ad.csv,0,1,0.247081044,0.266130571,0.377136752,0,0,0.109651633,0,0,0,0.08203602,0,0.91796398,2500,3,30,,NY,Yorktown Heights
583,10c20cd3ddaed18f92304bf5483383254d3a3dc9.csv,0,1,0,0.638173302,0.306206089,0,0,0.055620609,0.038446526,0,0,0.719359875,0,0.242193599,2000,3,60,detached,NY,Tonawanda
584,10e6f3a9025a9fc5bd40800d0ccfa36b359f5139.csv,0,1,0,0.524925953,0.433737592,0,0,0.041336455,0.001170749,0,0,0.293017531,0,0.70581172,2000,2,50,detached,NY,Latham
589,1125c28cca70c0aabb5b197b5d5ab05e1ed1c826.csv,1,1,0.071022727,0.57451408,0.30581382,0,0,0.048649373,0.081448959,0.014826293,0,0.015161081,0,0.888563667,1500,2,30,Detached,NY,Smithtown
590,11282f8e3e7eb56382166c8d1987fcdae6bb006e.csv,0,2,0.283415033,0.239896514,0.342755991,0.127832244,0,0.006100218,0,0,0,0.106862745,0,0.893137255,1500,1,10,0,NY,Mayville
591,1129dfc6c17fe0b56ba65a1375d85cd719e70668.csv,0,1,0.218387515,0.405868437,0.342815171,0,0,0.032928877,0,0,0,0.683560363,0,0.316439637,3000,4,90,detached,NY,ossining
597,113f4e6e3cf0cbbbad4289179ffece3c8a327d1e.csv,0,1,0,0.633962733,0.338249923,0,0,0.027787343,0,0,0,0.023052495,0,0.976947505,2000,3,40,detached,NY,Hamburg
601,114c3ca5156f2f35e276c76348ee5f4ba5320c20.csv,0,1,0,0.70472783,0.290015755,0,0,0.005256416,0,0,0,0.994596346,0,0.005403654,1000,1,65,other,NY,SYRACUSE
602,115e689aed206853dd97414c46bbff6aa597990e.csv,0,1,0,0.636065324,0.335470085,0,0,0.028464591,0,0,0,0.920682616,0,0.079317384,3500,3,0,detached,NY,Penfield
605,1169d6e90ef26c423ae3727e118505783d898c03.csv,0,1,0.264816728,0.271330732,0.437040863,0,0,0.026811677,0.00164524,0.018595041,0,0.289495332,0,0.690264386,0,2,70,detached,NY,Elmont
610,1188f25956f8db086de29c7b47c931771e4c5f3c.csv,0,1,0.240613553,0.380780678,0.261217949,0,0,0.117387821,0,0,0,0.138431013,0,0.861568987,1500,3,90,townhouse,NY,Kenmore
612,119004b17823ca8a1c845839bdd49e66bec7c406.csv,0,1,0,0.645131368,0.268652226,0,0,0.086216406,0.015869434,0,0,0.705262234,0,0.278868331,2000,3,10,detached,NY,Barryville
613,1191277bfe353562ba1d85ae17fd0c88cbef2087.csv,0,1,0.121316174,0.485735996,0.36471799,0,0,0.02822984,0,0,0,0.043282548,0,0.956717452,2500,3,40,detached,NY,Miller Place
620,11e2fe4250635f0579e22f223afa0cd715fe2d10.csv,0,1,0,0.633168809,0.33979951,0,0,0.02703168,0.138219314,0,0,0.020527242,0,0.841253444,1500,3,90,detached,NY,Haverstraw
621,11fe18bccabdab134f274e33dbd63c3e2d306af6.csv,2,0,0.20278543,0.351306627,0.42017715,0,0,0.025730793,0.01474977,0.060606061,0,0.161941384,0,0.762702785,2500,2,65,detached,NY,Seaford
623,12044809c9fb9f04923ba50c1f01aaa5c418b90c.csv,0,1,0.231491047,0.384622743,0.356864096,0,0,0.027022115,0.009842746,0.035210055,0,0.352789256,0,0.602157943,2000,2,70,other,NY,West Seneca
624,12096f2411aa7e102d3f6d311d56ddba4c472776.csv,0,1,0,0.611101572,0.324738629,0,0,0.064159799,0.175995879,0,0,0.093893086,0,0.730111035,4500,4,85,other,NY,Huntington Bay
627,12190c6410b34bbd37141c44e8d1f3ba7b52f88d.csv,0,0,0.331734686,0.182072744,0.460766944,0,0,0.025425627,0.000773868,0.015385712,0,0.176920414,0,0.806920007,1000,2,120,condominium,NY,New York
628,121d0b398846d6e94cc1623333f5330ab12c6a39.csv,0,1,0,0.625545225,0.34619873,0,0,0.028256045,0.000478268,0,0,0.305440771,0,0.694080961,1000,2,65,detached,NY,Queensbury
638,1276c1fb65cc671e9c61c21018b78531b0dd743f.csv,0,1,0,0.689059152,0.284578742,0,0,0.026362106,0.005270508,0,0,0.798706765,0,0.196022727,0,0,0,,NY,Albany
642,128c3e899a65a8d1a955988177cf455a0e4cbeab.csv,0,1,0,0.67897207,0.29214362,0,0,0.02888431,0.04471917,0,0,0.777081426,0,0.178199405,1500,3,120,detached,NY,Port Jefferson
644,128e74c8ecfe8178fd0b629f463e4059ed66dff8.csv,0,1,0,0.679600446,0.289448026,0,0,0.030951528,0.117040751,0,0,0.104962592,0,0.777996657,1000,1,10,Apartment,NY,New York
649,12a5b7dbf0228865e89e285d58a7bbba24a19994.csv,0,1,0,0.547998929,0.382604454,0,0,0.069396618,0.032943067,0,0,0.004113101,0,0.962943832,2500,2,15,detached,NY,Webster
651,12ab79289d81b7b473fdc76e2561249a69598ed6.csv,0,1,0,0.688387134,0.283367674,0,0,0.028245192,0,0,0,0.747061966,0,0.252938034,1000,2,10,detached,NY,Ogdensburg
652,12b23b8a11debba63e4fb3a865e7ae8d5be9b81b.csv,1,0,0,0.84405525,0.127756792,0,0,0.028187958,0.108516484,0,0,0.536267552,0,0.355215965,1000,1,10,condominium,NY,New York
653,12c31016e3d3ec04b1d4d30b3daa3ba9b65878b4.csv,0,1,0,0.597546821,0.371419578,0,0,0.031033601,0.001868901,0,0,0.036168162,0,0.961962937,3000,3,115,,NY,Mount Vernon
654,12e27a4284b8e4065056a1c4941ab6b6c16e60b6.csv,1,1,0,0.615834948,0.252260982,0,0,0.13190407,0,0,0,0,0,1,500,1,99,Townhouse,NY,Syracuse
655,12e4e63b06cf318b2e287df326287764b32dd4d1.csv,0,1,0.246226268,0.446963508,0.272652116,0,0,0.034158108,0.023770619,0.012138189,0,0.218215064,0,0.745876128,1500,1,75,Row House,NY,Bemus Point
658,130368a53e5bd0957ac8d9192ffbbd3cdd1671b4.csv,0,1,0.32185783,0.286658654,0.364955357,0,0,0.026528159,0.025536096,0.083953373,0,0.012877747,0,0.877632784,3000,3,30,detached,NY,woodbury
662,131ba994c1ca3fa3e0e167cfd4076af57b9fa0ff.csv,0,1,0,0.923179481,0.044179711,0,0,0.032640807,0,0,0,0.714942066,0,0.285057934,2500,3,15,Townhouse,NY,Brewster
664,13214ce144fef5d682833259c3fc0037283c319b.csv,0,1,0.231060606,0.116620753,0.513123661,0,0,0.13919498,0.001530456,0.06332262,0,0.065426997,0,0.869719927,2500,2,90,detached,NY,Syracuse
672,135858c2ae97a903025a9e1de39c9b7f43d31d59.csv,0,1,0,0.393229167,0.454851466,0,0,0.151919367,0.009326775,0,0,0.010001929,0,0.980671296,2500,3,0,detached,NY,Glenmont
673,13609f33307340d7419ce3b0ca68e0ed2b56301f.csv,0,1,0,0.5528103,0.422731099,0,0,0.024458601,0,0,0,0.180440771,0,0.819559229,3000,3,0,multiPlex,NY,Merrick
674,13661075f3e1424f4c9c448b2c24a20a900a8e5f.csv,0,1,0.29937096,0.382906279,0.290473992,0,0,0.027248769,0.029662973,0.034645275,0,0.055805633,0,0.879886119,2000,3,20,detached,NY,Schenectady
677,137a3d6cf7a4528071c50182b0a6dbb37b04dc2f.csv,0,0,0,0.557973296,0.408038376,0,0,0.033988328,0.028005206,0,0,0.004188185,0,0.967806609,2500,3,55,detached,NY,jericho
678,138c6d18991a6057e91897c82d0b99f41dd72bfc.csv,0,1,0,0.71122449,0.287755102,0,0,0.001020408,0,0,0,0.998979592,0,0.001020408,2000,4,0,detached,NY,Freeport
687,13e0a598f2843a9b3f56f633eb0a91a8fb619adf.csv,0,1,0,0.710055096,0.263879324,0,0,0.02606558,0.009727961,0,0,0.03396656,0,0.956305479,2500,3,67,detached,NY,Port Washington
691,14077c6fe7e7322639053e8a7d7e47390cddfe88.csv,0,1,0,0.666685745,0.303208944,0,0,0.030105311,0.096945589,0,0,0.03751717,0,0.865537241,2500,2,50,detached,NY,Massapequa
707,1462d7ac8f6535da6f7a7830ee7174098b271ac5.csv,0,1,0,0.644534857,0.327033318,0,0,0.028431825,0,0,0,0.956188443,0,0.043811557,2000,3,30,detached,NY,Durham
714,148af4b204762f88d6ae5289cb43cf29d825499e.csv,0,1,0,0.621518212,0.353946664,0,0,0.024535124,0.038911846,0,0,0.088852541,0,0.872235614,1500,1,5,detached,NY,Rochester
716,149fb511272cad1a41638e97e3e81922f8946523.csv,0,1,0,0.690493955,0.283995256,0,0,0.02551079,0.060529538,0,0,0.306684267,0,0.632786195,2500,2,35,other,NY,Rocky Point
719,14aa83fcadecd2ed81d84aee8957998b01970fd9.csv,0,1,0.0183229,0.485622066,0.488817162,0,0,0.007237872,0.049393584,0.004515519,0,0.05743023,0,0.888660668,0,0,0,,NY,MAHOPAC
721,14b323ec8899f2e85b79a80b1c087f058b2b5aed.csv,0,1,0,0.683725421,0.282430165,0,0,0.033844413,0,0,0,0.822165652,0,0.177834348,2500,5,0,detached,NY,Irvington
727,14df0eb793b4bf169aa53c4be8d35ce171705e98.csv,0,1,0,0.686022867,0.284108349,0,0,0.029868785,0,0,0,0.895564764,0,0.104435236,0,0,0,,NY,Port Jeff Sta
728,14ee38884567df0c4800bae74a2ff72d31761cd6.csv,0,1,0,0.639055556,0.352138889,0,0,0.008805556,0.071833333,0,0,0.105777778,0,0.822388889,0,0,0,,NY,x9dx9dx9dx9dx9dx9dx9
734,14fd51565667ada836bd8946c60119278abf707d.csv,0,1,0,0.729625803,0.243859045,0,0,0.026515152,0.001348714,0,0,0.959873355,0,0.038777931,1500,3,20,Townhouse,NY,Staten Island
746,15987f6b8d200b5d96abc80ebc776553a6352aec.csv,0,1,0,0.689307851,0.284330043,0,0,0.026362106,0,0,0.001473064,0.97202135,0,0.026505586,5800,3,26,townhouse,NY,Armonk
751,15b0323df83e59e39ffef012fc6395a13a98b668.csv,0,1,0.193660086,0.388295837,0.392523722,0,0,0.025520355,0,0,0,0.152376033,0,0.847623967,4500,3,40,detached,NY,Rye city
755,15f24ef268ded7846088751f0eb14bb900044948.csv,0,2,0.205549816,0.345165672,0.423534588,0,0,0.025749923,0.001616544,0.00341483,0,0.060615626,0,0.934353,3000,3,17,detached,NY,Clarence Center
759,1600dca348f9b83e4a9731f015edff1bac717091.csv,0,1,0.137434448,0.071984595,0.76010939,0,0,0.030471567,0.002673304,0.033298509,0,0.089458374,0,0.874569813,2000,2,65,detached,NY,Woodbury
769,1642b3c4d75ce122deccfb86a7b34858da4a9f8c.csv,0,1,0,0.652575793,0.322012542,0,0,0.025411665,0.022728147,0,0,0.000240459,0,0.977031394,2000,3,67,other,NY,West Babylon
771,164f0add34234fa396a28060d89564d8705a97d0.csv,0,1,0,0.552421373,0.26760211,0,0,0.179976518,0.03812026,0,0,0.012058744,0,0.949820995,2000,2,60,rowHouse,NY,Camillus
772,16594e5578ccf9aef2846697b1debecd12b0f239.csv,0,1,0,0.610785889,0.271053336,0,0,0.118160774,0.20537764,0,0,0.135445363,0,0.659176997,2500,5,68,detached,NY,Syosset
774,16607004e0f348332026e9bad84c20e9acd4a43d.csv,0,1,0,0.684799383,0.282146991,0,0,0.033053627,0,0,0,0.701340664,0,0.298659336,1500,1,15,other,NY,Penn Yan
783,16b393061beeb521228865f8699288a70e66bf47.csv,0,1,0.217481303,0.52446772,0.227640415,0,0,0.030410562,0.023323031,0.049059447,0.000600962,0.007793422,0,0.919223138,3500,4,55,detached,NY,New Rochelle
784,16b8fac967e3efcae5ee48fd80db28815990ec74.csv,0,1,0.567091368,0.081697658,0.324714953,0,0,0.026496021,0,3.83E-05,0,0.002821778,0,0.99713996,0,0,0,,NY,Rhinebeck
786,16beadb878d33b196ea6825b758a6e06faa18cfc.csv,0,2,0.175461691,0.421617445,0.371766255,0,0,0.031154609,0.011361035,0.065714667,0,0.173372634,0,0.749551664,2500,4,117,detached,NY,Jamestown
794,16eca0004de92ac2d125df037c58c0edb38343af.csv,0,1,0.529355674,0.27131181,0.190559869,0,0,0.008772647,0.012777551,0.006524997,0,0.752472415,0,0.228225037,500,1,9,Apartment,NY,Hempstead
800,1731450a6f13981f8de3bc51d1c746fa4ebfb502.csv,0,1,0.491764233,0.074877564,0.275635139,0.096590909,0,0.061132155,0.017007193,0.208180288,0,0.035363101,0,0.739449418,3000,2,20,detached,NY,Nesconset
805,1767e31d123afc2169318d83364bc321c4f6c23a.csv,0,0,0.074320331,0.607934397,0.282099586,0,0,0.035645686,0,0,0,0.854646868,0,0.145353132,1501,1,29,Other,NY,Brewster
806,176aa4a5a1dfb0c492e14f01880c4eb62616dec4.csv,0,1,0.216229014,0.447137322,0.329473382,0,0,0.007160281,0.010790644,0.057684029,0,0.059649878,0,0.871875448,1000,2,45,townhouse,NY,Lockport
813,17a58152fce999a52447c7de3fa382d2f64a984b.csv,0,1,0,0.744366693,0.195097263,0,0,0.060536044,0.040907491,0,0,0.313110642,0,0.645981868,0,3,0,detached,NY,Huntington
816,17ba97f37ddbfc8b06b91450f4911ed46825c880.csv,0,1,0.302720102,0.363260256,0.289341917,0,0,0.044677725,0.012875536,0.002638905,0,0.085140935,0,0.899344624,1000,1,0,apartment,NY,Binghamton
822,17fa96499fc1dc479cd34841e293d4ac52a9a85c.csv,0,1,0.190843621,0.332421437,0.420010288,0,0,0.056724654,0,0.000853442,0,0.0496633,0,0.949483259,3500,3,15,detached,NY,Freeville
827,181476a45a724b21f26c1c2322c83d5d90e96737.csv,0,1,0.044104784,0.640776699,0.25201172,0,0,0.063106796,0,0,0,0.936368407,0,0.063631593,2000,1,35,Townhouse,NY,Easthampton
828,18211e79af4cc6ef4c907b7ac3e40b8ed67f2c10.csv,0,1,0.304063361,0.326341062,0.344878711,0,0,0.024716866,0,0,0,0.48921985,0,0.51078015,2500,3,35,detached,NY,Babylon
832,1857af4ee8204e22025b3e4f3d1a7a0dabefdcb0.csv,0,1,0,0.504264476,0.458480047,0,0,0.037255477,0,0,0,0.838282473,0,0.161717527,0,0,0,,NY,Wassaic
833,185963afba45074f25a326c350b154ddd9f44cc6.csv,0,1,0.243246863,0.457548975,0.268948959,0,0,0.030255204,0,0,0,0.208802036,0,0.791197964,1500,2,50,detached,NY,Cheektowaga
837,1873ee7855e29cf8631d81fa1029d16dffe3e5d1.csv,0,1,0,0.671799952,0.279028578,0,0,0.04917147,0,0,0,0.024855908,0,0.975144092,3000,3,8,detached,NY,Mamaroneck
839,18773ff19fb0016b2241563c2a71fed8395917c7.csv,0,1,0,0.615863806,0.340822201,0,0,0.043313993,0,0,0,0.067815859,0,0.932184141,3000,4,120,detached,NY,Ripley
845,18c46dea835a4d5ccb25f69d9ff6374cdccb96bd.csv,0,1,0,0.679852105,0.310227531,0,0,0.009920364,0.050091013,0,0,0.504516496,0,0.445392491,3000,3,10,other,NY,Phoenix
848,18df30bc253cf4cfd555a7b33ac7e7d6d8346f19.csv,0,1,0.155992445,0.466966194,0.296216804,0,0,0.080824557,0.044461615,0.015586844,0,0.263640873,0,0.676310668,3000,3,10,detached,NY,Ballston Spa
849,18e9e4b34968e7f434e20b2bd97799a07b790cf0.csv,0,1,0.255700231,0.424537037,0.288869599,0,0,0.030893133,0.033902392,0.118962191,0,0.040933642,0,0.806201775,5000,3,10,detached,NY,Woodmere
851,18f496eb3e6009523c3be15745bc32623c23def2.csv,0,1,0,0.656488477,0.315113706,0,0,0.028397817,0.102936126,0,0,0.037335928,0,0.859727946,2501,2,39,Detached,NY,Rochester
852,18f98b3929e1faf2fa2c25b747e802140bf13f9c.csv,0,1,0,0.702842706,0.289888211,0,0,0.007269083,0.17904528,0,0,0.062104788,0,0.758849932,500,1,9,Apartment,NY,Dix Hills
859,192b2cbd67118645a2bbe460b48de430315f07cd.csv,0,1,0,0.585315394,0.407884838,0,0,0.006799769,0,0,0,0.134852431,0,0.865147569,500,1,9,Apartment,NY,New York
861,193591941af07ea2011d40f43a5f6f61fca5b4e2.csv,0,1,0.232047466,0.401699863,0.338045635,0,0,0.028207036,0,0,0,0.042916285,0,0.957083715,1950,3,55,detached,NY,Bethlehem
862,195387e4cb59dcb4e09ca089c81a0c1771631e3d.csv,0,1,0,0.703966346,0.289650107,0,0,0.006383547,0,0,0,0.050400641,0,0.949599359,0,0,0,,NY,Farmingdale
865,1961a16119a26c163e25fcc21e7bea991049dde2.csv,0,1,0.280698866,0.375375046,0.291694109,0,0,0.05223198,0.009934138,0.192773509,0,0.045956824,0,0.751335529,1000,1,90,condominium,NY,Brooklyn
872,198e9b1d6b8e68e72676e751f08c41d86bf47acd.csv,0,2,0,0.643511285,0.322569444,0,0,0.033919271,0.029492188,0,0,0.367252604,0,0.603255208,2000,3,63,other,NY,Rochester
877,19e09646a3778a657d14abf5321bca1acdf15b74.csv,0,1,0,0.701077289,0.289857547,0,0,0.009065164,2.85E-05,0,0,0.988885568,0,0.01108597,1001,1,49,Apartment,NY,Lindenhurst
878,19e8dcc9b31160d5fa8d55d2070123ff8ebc05e0.csv,0,1,0,0.68955655,0.284645699,0,0,0.02579775,0.007384451,0,0,0.629897459,0,0.36271809,0,1,80,detached,NY,Ithaca
882,1a1b1f6ad52bc1f118a90944bd4ec7df32ad064f.csv,0,1,0,0.569181569,0.389962146,0,0,0.040856285,0.063699256,0,0,0.123504329,0,0.812796415,3001,2,19,Other,NY,Hopewell Junction
885,1a3644bea8d69f4e655c90a27e322c84e0d79cd3.csv,0,1,0.005385488,0.234623016,0.180555556,0,0,0.579435941,0,0.001488095,0,0.154478458,0,0.844033447,2000,3,90,detached,NY,Elmira
886,1a4855d687f312098d79b766855b6cf0b3cc7138.csv,0,1,0.232066545,0.47070551,0.26861073,0,0,0.028617216,0.008337149,0.106379731,0,0.019259386,0,0.866023733,2500,2,25,0,NY,Cicero
899,1abb8656da60951eea07993d07ddf8d9c7d6424e.csv,0,1,0,0.691229777,0.280229319,0,0,0.028540904,0,0,0,4.77E-05,0,0.999952305,2000,2,5,detached,NY,Hamburg
900,1ad76f9a08eff84401be23cc8ad7cf786f0a9a22.csv,0,1,0.087589914,0.40380127,0.322467095,0,0,0.18614172,0,0,0,0.050332874,0,0.949667126,2000,1,20,,NY,Cassadaga
901,1ad8c0b995639ac0329ff0ac83e1d14e21c9019f.csv,0,1,0,0.630952381,0.3416991,0,0,0.02734852,0.094961462,0,0,0.097785027,0,0.80725351,1500,1,70,detached,NY,Hamburg
902,1ad991f07958fcb159cca4c9a1020257c08be3a5.csv,0,1,0,0.684325744,0.291009924,0,0,0.024664332,0,0,0,0.706800934,0,0.293199066,3000,2,15,other,NY,Mount Sinai
904,1add08d166807e9b53601c7b60036f6d62760aca.csv,0,1,0.021119505,0.535781059,0.413690476,0,0,0.029408959,0.088560745,0.001783806,0,0.047523657,0,0.862131792,3000,2,35,detached,NY,Irvington
905,1ae2f0b5236f49c2c1fc06825e55bcdf6fabc454.csv,0,1,0,0.633043981,0.231838349,0,0,0.13511767,0.011574074,0,0,0.396199846,0,0.59222608,2000,2,60,detached,NY,Rye Brook
907,1ae8fec29f9e99cfcc41540f5114e5bbde6849d2.csv,0,1,0.249036554,0.275736416,0.386542277,0,0,0.088684753,0.000248016,0.018028846,0,0.078516102,0,0.903207036,1500,2,30,townhouse,NY,Central Islip
908,1ae9337a87f9a2b201187522094f4596b5fd4ace.csv,0,1,0.000488759,0.318924731,0.35083089,0,0,0.329755621,0,0,0,0.013773216,0,0.986226784,3500,5,120,townhouse,NY,New York
914,1b1cefe19114c6674ce2330f1d77aad62e48d7f5.csv,0,2,0,0.688558837,0.282947955,0,0,0.028493208,0,0,0,0.894392933,0,0.105607067,2000,4,45,detached,NY,Rochester
915,1b1cf2f68789c05243abd963148b197e846f6d07.csv,0,1,0,0.648674242,0.324590603,0,0,0.026735155,0.002142639,0,0,0.74426079,0,0.253596572,3000,3,60,detached,NY,Wynantskill
918,1b3a2898c8ef996e8e1e123680065bd448bdef0e.csv,0,1,0,0.648004668,0.325154959,0,0,0.026840373,0,0,0,0.973159627,0,0.026840373,1500,3,25,townhouse,NY,Amherst
920,1b4ac0c2b39ed8a09aba55af519be6498f747ad4.csv,0,1,0,0.934903544,0,0,0,0.065096456,0,0,0,0.018214446,0,0.981785554,3000,3,10,detached,NY,Halfmoon
930,1b6f142003bb039903aa057a8583bbbf72274d07.csv,0,1,0,0.656193136,0.310048242,0,0,0.033758622,0,0,0,0.82117769,0,0.17882231,0,0,0,,NY,Rochester
936,1b8dab0c714c23d5df5f57263a384f1105f2b0fb.csv,0,1,0.234575321,0.441744887,0.294862256,0,0,0.028817537,0.013125763,0.054668422,0,0.022416819,0,0.909788996,2000,3,15,detached,NY,Elmont
937,1b9339104e6207708235b20a639bf810b4c1d228.csv,0,1,0,0.547740664,0.427169421,0,0,0.025089914,0.003242654,0,0,0.520728114,0,0.476029232,2000,2,60,other,NY,Hempstead
945,1bc97136ae397446e871d92a8303a3a24a6a442a.csv,1,0,0.237646902,0.431623932,0.301148504,0,0,0.029580662,0.001020681,0.037230998,0,0.533071963,0,0.428676358,0,0,0,,NY,New York
946,1bc97dcd1395d3d39a4e9f30750caaf07522c8a1.csv,0,1,0.145450719,0.41974671,0.409263085,0,0,0.025539486,0,0,0,0.974460514,0,0.025539486,2000,3,60,other,NY,Glen Cove
952,1c049a083cf7551e61d34e8f34b0092ed91b7d63.csv,0,2,0.244142512,0.3090781,0.410436795,0,0,0.036342593,0.004589372,0.02294686,0,0.039241143,0,0.933222625,3000,2,40,detached,NY,Massapequa Park
955,1c16d061ced5981edcf774302240f0402443aec5.csv,0,1,0,0.696205008,0.273748044,0,0,0.030046948,0,0,0,0.968984742,0,0.031015258,2000,3,50,detached,NY,Center Moriches
956,1c180fc13f512bf949b4498515da24a0271c9bcd.csv,0,1,0.171347128,0.378225882,0.412807339,0,0,0.037619651,0.042112425,0.004222973,0,0.260792042,0,0.69287256,2501,4,29,Townhouse,NY,Tarrytown
960,1c24943f8e56e3b92e1b60616f11603d5b3b9ccb.csv,0,1,0,0.689106979,0.282665672,0,0,0.028227349,0,0,0,0.968702173,0,0.031297827,4000,3,30,detached,NY,Long Beach
967,1c5043a615f42c8429f4e631ddd86628042e8571.csv,0,1,0.021743086,0.889919942,0.073796094,0,0,0.014540878,0.02051492,0.009355289,0,0.583697234,0,0.386432557,2501,2,9,Townhouse,NY,Rye
968,1c52d2beca939f99946da04c421a83231795ae64.csv,0,1,0,0.647861188,0.32546105,0,0,0.026677762,0.159301347,0,0,0.12253214,0,0.718166514,4500,4,85,,NY,Huntington Bay
971,1c636204c7fd5e22bfd2166439725e94580aef4a.csv,0,1,0,0.685534951,0.282976572,0,0,0.031488477,0.13815438,0,0,0.055794032,0,0.806051587,2000,3,65,detached,NY,Yonkers
979,1cae5f263c06dfe395b2cee5dfde6e3bcef1305c.csv,0,1,0,0.686965812,0.282900259,0,0,0.030133929,0,0,0,0.756076389,0,0.243923611,1500,2,60,detached,NY,Albany
983,1cd769414b06d63b499d52a7a5bfb1cfc6a0e694.csv,0,0,0,0.974795301,0,0,0,0.025204699,0,0,0,0.578780227,0,0.421219773,2000,2,50,detached,NY,St James
990,1cfe7e3e0f2aa1480d09fa85da8197c6153d07bd.csv,0,1,0.280151947,0.24393103,0.341108737,0.056074905,0,0.078733381,0,0,0,0.452857906,0,0.547142094,0,0,0,,NY,Freeport
991,1d091bcceaf1b2743a5d0cbdee74f23b68d33137.csv,0,1,0,0.655245638,0.315723523,0,0,0.029030839,0.01349671,0,0,0.012272345,0,0.974230946,1500,2,40,detached,NY,Chili
999,1d351304694b12dd18c61bfdb1134e2410d8619c.csv,0,1,0,0.965345403,0,0,0,0.034654597,0.011703927,0,0,0.440508847,0,0.547787226,1500,2,100,detached,NY,Garden City
